Source	Species	Organ	Matrix	Tx	standard.name	Name	Major Class	Class	Abbreviation	Saturation	Highest Saturation Degree	Cluster	Subclass	Chain Length	Chain Type	Subclass 2	synthesis.pathway	label	label.saturation
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	CE(22:5)	CE(22:5)	Sterol Lipids	Cholesterol Ester	CE	Polyunsaturated	5	Polyunsaturated CE	Unsaturated CE	22	VLCFA	Unsaturated CE-VLCFA	Sterol Lipid Metabolism	Cholesterol Ester	Unsaturated.Cholesterol Ester
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	CE(22:6)	CE(22:6)	Sterol Lipids	Cholesterol Ester	CE	Polyunsaturated	6	Polyunsaturated CE	Unsaturated CE	22	VLCFA	Unsaturated CE-VLCFA	Sterol Lipid Metabolism	Cholesterol Ester	Unsaturated.Cholesterol Ester
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	CE(22:6)	CE(22:6)	Sterol Lipids	Cholesterol Ester	CE	Polyunsaturated	6	Polyunsaturated CE	Unsaturated CE	22	VLCFA	Unsaturated CE-VLCFA	Sterol Lipid Metabolism	Cholesterol Ester	Unsaturated.Cholesterol Ester
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	CE(22:6)	CE 22:6	Sterol Lipids	Cholesterol Ester	CE	Polyunsaturated	6	Polyunsaturated CE	Unsaturated CE	22	VLCFA	Unsaturated CE-VLCFA	Sterol Lipid Metabolism	Cholesterol Ester	Unsaturated.Cholesterol Ester
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	CE(22:6)	CE 22:6	Sterol Lipids	Cholesterol Ester	CE	Polyunsaturated	6	Polyunsaturated CE	Unsaturated CE	22	VLCFA	Unsaturated CE-VLCFA	Sterol Lipid Metabolism	Cholesterol Ester	Unsaturated.Cholesterol Ester
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	CE(22:6)	CE(22:6)	Sterol Lipids	Cholesterol Ester	CE	Polyunsaturated	6	Polyunsaturated CE	Unsaturated CE	22	VLCFA	Unsaturated CE-VLCFA	Sterol Lipid Metabolism	Cholesterol Ester	Unsaturated.Cholesterol Ester
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	CE(24:1)	CE(24:1)	Sterol Lipids	Cholesterol Ester	CE	Monounsaturated	1	Monounsaturated CE	Unsaturated CE	24	VLCFA	Unsaturated CE-VLCFA	Sterol Lipid Metabolism	Cholesterol Ester	Unsaturated.Cholesterol Ester
Pnnl_balf	Human	Lung	BALF	Normal	CE(27:1)	ST 27:1;O;S	Sterol Lipids	Cholesterol Ester	CE	Monounsaturated	1	Monounsaturated CE	Unsaturated CE	Unknown	Unknown	Unsaturated CE-Unknown	Sterol Lipid Metabolism	Cholesterol Ester	Unsaturated.Cholesterol Ester
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	CE(27:1)	ST 27:1	Sterol Lipids	Cholesterol Ester	CE	Monounsaturated	1	Monounsaturated CE	Unsaturated CE	Unknown	Unknown	Unsaturated CE-Unknown	Sterol Lipid Metabolism	Cholesterol Ester	Unsaturated.Cholesterol Ester
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	CE(28:1)	ST 28:1	Sterol Lipids	Cholesterol Ester	CE	Monounsaturated	1	Monounsaturated CE	Unsaturated CE	Unknown	Unknown	Unsaturated CE-Unknown	Sterol Lipid Metabolism	Cholesterol Ester	Unsaturated.Cholesterol Ester
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	Cer(14:0)	CER(14:0)	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	14	LCFA	Saturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(14:0)	Cer d32:1 	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	14	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	Cer(14:0)	Cer(d18:1/14:0)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	14	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	Cer(14:0)	Cer(d18:1/14:0)_NEG	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	14	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	Cer(14:0)	Cer d32:1	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	14	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	Cer(14:0)	Cer(d18:1/14:0)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	14	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	Cer(14:1)	Ceramide 32:1	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	14	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(15:0)	Cer d33:1 	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	15	LCFA	Saturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	Cer(16:0)	CER(16:0)	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	16	LCFA	Saturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(16:0)	Cer 34:1;O2|Cer 18:1;O2/16:0	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	16	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(16:0)	Cer d34:1 	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	16	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Pnnl_balf	Human	Lung	BALF	Normal	Cer(16:0)	Cer 34:1;O2|Cer 18:1;O2/16:0	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	16	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	Cer(16:0)	Cer(d18:1/16:0)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	16	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	Cer(16:0)	Cer(d18:2/16:0)	Sphingolipids	Ceramide	Cer	Polyunsaturated	2	Polyunsaturated Cer	Unsaturated Cer	16	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	Cer(16:0)	Cer(d18:1/16:0)_NEG	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	16	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	Cer(16:0)	Cer 34:1;2O|Cer 18:1;2O/16:0	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	16	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	Cer(16:0)	Cer(d18:1/16:0)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	16	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	Cer(16:0)	Cer(d18:2/16:0)	Sphingolipids	Ceramide	Cer	Polyunsaturated	2	Polyunsaturated Cer	Unsaturated Cer	16	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(16:1)	Cer d34:2	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	16	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(16:1)	Cer d34:2 	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	16	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	Cer(16:1)	Ceramide 34:1	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	16	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	Cer(16:1)	Cer d34:1	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	16	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	Cer(16:2)	Ceramide 34:2	Sphingolipids	Ceramide	Cer	Polyunsaturated	2	Polyunsaturated Cer	Unsaturated Cer	16	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(17:0)	Cer d35:1 	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	17	LCFA	Saturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	Cer(17:0)	Cer(d18:1/17:0)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	17	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	Cer(17:0)	Cer(d18:1/17:0)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	17	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	Cer(18:0)	CER(18:0)	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	18	LCFA	Saturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(18:0)	Cer 36:1;2O|Cer 18:1;O2/18:0	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	18	LCFA	Saturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(18:0)	Cer d36:1 	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	18	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Pnnl_balf	Human	Lung	BALF	Normal	Cer(18:0)	Cer 36:1;O2|Cer 18:1;O2/18:0	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	18	LCFA	Saturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	Cer(18:0)	Cer(d18:1/18:0)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	18	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	Cer(18:0)	Cer(d18:1/18:0)_NEG	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	18	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	Cer(18:0)	Cer 36:2;2O|Cer 18:2;2O/18:0	Sphingolipids	Ceramide	Cer	Polyunsaturated	2	Polyunsaturated Cer	Unsaturated Cer	18	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	Cer(18:0)	Cer(d18:1/18:0)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	18	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(18:1)	Cer d36:2 	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	18	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	Cer(18:1)	Cer(d18:1/18:1)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	18	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	Cer(18:1)	Ceramide 36:1	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	18	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	Cer(18:1)	Cer d36:1	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	18	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	Cer(18:1)	Cer(d18:1/18:1)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	18	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(19:0)	Cer d37:1 	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	19	LCFA	Saturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	Cer(19:0)	Cer(d18:1/19:0)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	19	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	Cer(2:0)	Cer(d18:1/2:0)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	2	SCFA & MCFA	Unsaturated Cer-SCFA & MCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	Cer(20:0)	CER(20:0)	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	20	LCFA	Saturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(20:0)	Cer 38:1;2O|Cer 18:1;O2/20:0	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	20	LCFA	Saturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(20:0)	Cer d38:1 	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	20	LCFA	Saturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Pnnl_balf	Human	Lung	BALF	Normal	Cer(20:0)	Cer 38:1;O2|Cer 18:1;O2/20:0	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	20	LCFA	Saturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	Cer(20:0)	Cer(d18:1/20:0)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	20	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	Cer(20:0)	Cer(d18:1/20:0)_NEG	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	20	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	Cer(20:0)	Cer(d18:1/20:0)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	20	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	Cer(20:1)	CER(20:1)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	20	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	Cer(20:1)	Ceramide 38:1	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	20	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	Cer(20:1)	Cer d38:1	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	20	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(20:2)	Cer d38:2 	Sphingolipids	Ceramide	Cer	Polyunsaturated	2	Polyunsaturated Cer	Unsaturated Cer	20	LCFA	Unsaturated Cer-LCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(21:0)	Cer d39:1 	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	21	VLCFA	Saturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	Cer(21:1)	Ceramide 39:1	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	21	VLCFA	Unsaturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	Cer(21:1)	Cer d39:1	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	21	VLCFA	Unsaturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	Cer(22:0)	CER(22:0)	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	22	VLCFA	Saturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(22:0)	Cer 40:1;2O|Cer 18:1;O2/22:0	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	22	VLCFA	Saturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(22:0)	Cer d40:1 	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	22	VLCFA	Saturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Pnnl_balf	Human	Lung	BALF	Normal	Cer(22:0)	Cer 40:1;O2|Cer 18:1;O2/22:0	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	22	VLCFA	Saturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	Cer(22:0)	Cer(d18:1/22:0)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	22	VLCFA	Unsaturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	Cer(22:0)	Cer(d18:2/22:0)	Sphingolipids	Ceramide	Cer	Polyunsaturated	2	Polyunsaturated Cer	Unsaturated Cer	22	VLCFA	Unsaturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	Cer(22:0)	Cer(d18:1/22:0)_NEG	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	22	VLCFA	Unsaturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	Cer(22:0)	Cer(d18:1/22:0)_NEG	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	22	VLCFA	Unsaturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	Cer(22:0)	Cer(d18:2/22:0)	Sphingolipids	Ceramide	Cer	Polyunsaturated	2	Polyunsaturated Cer	Unsaturated Cer	22	VLCFA	Unsaturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	Cer(22:1)	CER(22:1)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	22	VLCFA	Unsaturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	Cer(22:1)	Ceramide 40:1	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	22	VLCFA	Unsaturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	Cer(22:1)	Cer d40:1	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	22	VLCFA	Unsaturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(22:2)	Cer d40:2 	Sphingolipids	Ceramide	Cer	Polyunsaturated	2	Polyunsaturated Cer	Unsaturated Cer	22	VLCFA	Unsaturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	Cer(22:2)	Ceramide 40:2	Sphingolipids	Ceramide	Cer	Polyunsaturated	2	Polyunsaturated Cer	Unsaturated Cer	22	VLCFA	Unsaturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	Cer(22:2)	Cer d40:2	Sphingolipids	Ceramide	Cer	Polyunsaturated	2	Polyunsaturated Cer	Unsaturated Cer	22	VLCFA	Unsaturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(23:0)	Cer 18:1;2O/23:0;(2OH) 	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	23	VLCFA	Saturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	Cer(23:0)	Cer 41:1;2O|Cer 18:1;O2/23:0	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	23	VLCFA	Saturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Pnnl_balf	Human	Lung	BALF	Normal	Cer(23:0)	Cer 41:1;O2|Cer 18:1;O2/23:0	Sphingolipids	Ceramide	Cer	Saturated	0	Saturated Cer	Saturated Cer	23	VLCFA	Saturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	Cer(23:0)	Cer(d18:1/23:0)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	23	VLCFA	Unsaturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	Cer(23:0)	Cer(d18:1/23:0)_NEG	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	23	VLCFA	Unsaturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Saturated.Ceramide
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	Cer(23:0)	Cer(d18:1/23:0)	Sphingolipids	Ceramide	Cer	Monounsaturated	1	Monounsaturated Cer	Unsaturated Cer	23	VLCFA	Unsaturated Cer-VLCFA	Sphingolipid Metabolism	Ceramide	Unsaturated.Ceramide
